,Type,Sex,Size,Intake Type,Intake Subtype,Intake Jurisdiction,PredomBreed,PredomColor,IntakeAgeYrs,Type Sex,Type Size,Type Intake Type,Type Intake Subtype,Type Intake Jurisdiction,Type PredomBreed,Type PredomColor,Type IntakeAgeYrs,Sex Size,Sex Intake Type,Sex Intake Subtype,Sex Intake Jurisdiction,Sex PredomBreed,Sex PredomColor,Sex IntakeAgeYrs,Size Intake Type,Size Intake Subtype,Size Intake Jurisdiction,Size PredomBreed,Size PredomColor,Size IntakeAgeYrs,Intake Type Intake Subtype,Intake Type Intake Jurisdiction,Intake Type PredomBreed,Intake Type PredomColor,Intake Type IntakeAgeYrs,Intake Subtype Intake Jurisdiction,Intake Subtype PredomBreed,Intake Subtype PredomColor,Intake Subtype IntakeAgeYrs,Intake Jurisdiction PredomBreed,Intake Jurisdiction PredomColor,Intake Jurisdiction IntakeAgeYrs,PredomBreed PredomColor,PredomBreed IntakeAgeYrs,PredomColor IntakeAgeYrs,Outcome Type
71,0.0,0.0,4.0,4.0,13.0,10.0,22.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,88.0,36.0,-4.0,52.0,40.0,88.0,36.0,-4.0,130.0,286.0,117.0,-13.0,220.0,90.0,-10.0,198.0,-22.0,-9.0,1
72,0.0,2.0,4.0,4.0,2.0,10.0,20.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,4.0,20.0,40.0,36.0,-2.0,16.0,8.0,40.0,80.0,72.0,-4.0,8.0,40.0,80.0,72.0,-4.0,20.0,40.0,36.0,-2.0,200.0,180.0,-10.0,360.0,-20.0,-18.0,1
73,1.0,2.0,2.0,1.0,5.0,10.0,8.0,0.0,6.2,2.0,2.0,1.0,5.0,10.0,8.0,0.0,6.2,4.0,2.0,10.0,20.0,16.0,0.0,12.4,2.0,10.0,20.0,16.0,0.0,12.4,5.0,10.0,8.0,0.0,6.2,50.0,40.0,0.0,31.0,80.0,0.0,62.0,0.0,49.6,0.0,3
74,2.0,0.0,4.0,4.0,2.0,10.0,14.0,13.0,-1.0,0.0,8.0,8.0,4.0,20.0,28.0,26.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,56.0,52.0,-4.0,8.0,40.0,56.0,52.0,-4.0,20.0,28.0,26.0,-2.0,140.0,130.0,-10.0,182.0,-14.0,-13.0,1
75,2.0,4.0,4.0,3.0,19.0,10.0,6.0,2.0,-1.0,8.0,8.0,6.0,38.0,20.0,12.0,4.0,-2.0,16.0,12.0,76.0,40.0,24.0,8.0,-4.0,12.0,76.0,40.0,24.0,8.0,-4.0,57.0,30.0,18.0,6.0,-3.0,190.0,114.0,38.0,-19.0,60.0,20.0,-10.0,12.0,-6.0,-2.0,1
76,1.0,0.0,4.0,1.0,7.0,8.0,38.0,9.0,-1.0,0.0,4.0,1.0,7.0,8.0,38.0,9.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,28.0,32.0,152.0,36.0,-4.0,7.0,8.0,38.0,9.0,-1.0,56.0,266.0,63.0,-7.0,304.0,72.0,-8.0,342.0,-38.0,-9.0,1
77,1.0,2.0,1.0,2.0,13.0,8.0,42.0,2.0,4.2,2.0,1.0,2.0,13.0,8.0,42.0,2.0,4.2,2.0,4.0,26.0,16.0,84.0,4.0,8.4,2.0,13.0,8.0,42.0,2.0,4.2,26.0,16.0,84.0,4.0,8.4,104.0,546.0,26.0,54.6,336.0,16.0,33.6,84.0,176.4,8.4,1
78,1.0,1.0,4.0,4.0,2.0,10.0,15.0,18.0,-1.0,1.0,4.0,4.0,2.0,10.0,15.0,18.0,-1.0,4.0,4.0,2.0,10.0,15.0,18.0,-1.0,16.0,8.0,40.0,60.0,72.0,-4.0,8.0,40.0,60.0,72.0,-4.0,20.0,30.0,36.0,-2.0,150.0,180.0,-10.0,270.0,-15.0,-18.0,1
79,0.0,3.0,4.0,4.0,13.0,12.0,21.0,4.0,8.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,39.0,36.0,63.0,12.0,26.82,16.0,52.0,48.0,84.0,16.0,35.76,52.0,48.0,84.0,16.0,35.76,156.0,273.0,52.0,116.22,252.0,48.0,107.28,84.0,187.73999999999998,35.76,1
80,0.0,4.0,4.0,4.0,13.0,8.0,22.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,52.0,32.0,88.0,0.0,1.36,16.0,52.0,32.0,88.0,0.0,1.36,52.0,32.0,88.0,0.0,1.36,104.0,286.0,0.0,4.42,176.0,0.0,2.72,0.0,7.48,0.0,1
81,1.0,0.0,5.0,2.0,13.0,10.0,15.0,0.0,-1.0,0.0,5.0,2.0,13.0,10.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,10.0,65.0,50.0,75.0,0.0,-5.0,26.0,20.0,30.0,0.0,-2.0,130.0,195.0,0.0,-13.0,150.0,0.0,-10.0,0.0,-15.0,-0.0,1
82,1.0,1.0,5.0,4.0,13.0,12.0,15.0,0.0,-1.0,1.0,5.0,4.0,13.0,12.0,15.0,0.0,-1.0,5.0,4.0,13.0,12.0,15.0,0.0,-1.0,20.0,65.0,60.0,75.0,0.0,-5.0,52.0,48.0,60.0,0.0,-4.0,156.0,195.0,0.0,-13.0,180.0,0.0,-12.0,0.0,-15.0,-0.0,1
83,1.0,0.0,4.0,4.0,2.0,10.0,53.0,18.0,-1.0,0.0,4.0,4.0,2.0,10.0,53.0,18.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,212.0,72.0,-4.0,8.0,40.0,212.0,72.0,-4.0,20.0,106.0,36.0,-2.0,530.0,180.0,-10.0,954.0,-53.0,-18.0,1
84,0.0,4.0,0.0,4.0,13.0,12.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,48.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,88.0,0.0,2.0,156.0,286.0,0.0,6.5,264.0,0.0,6.0,0.0,11.0,0.0,1
85,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
86,0.0,4.0,0.0,4.0,13.0,12.0,22.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,48.0,88.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,88.0,8.0,2.0,156.0,286.0,26.0,6.5,264.0,24.0,6.0,44.0,11.0,1.0,1
87,0.0,0.0,0.0,4.0,13.0,12.0,22.0,16.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,88.0,64.0,2.0,156.0,286.0,208.0,6.5,264.0,192.0,6.0,352.0,11.0,8.0,1
88,0.0,4.0,4.0,4.0,13.0,12.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,52.0,48.0,88.0,8.0,-4.0,16.0,52.0,48.0,88.0,8.0,-4.0,52.0,48.0,88.0,8.0,-4.0,156.0,286.0,26.0,-13.0,264.0,24.0,-12.0,44.0,-22.0,-2.0,1
89,0.0,0.0,4.0,4.0,2.0,8.0,22.0,12.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,88.0,48.0,-4.0,8.0,32.0,88.0,48.0,-4.0,16.0,44.0,24.0,-2.0,176.0,96.0,-8.0,264.0,-22.0,-12.0,1
90,1.0,0.0,2.0,4.0,2.0,10.0,42.0,2.0,-1.0,0.0,2.0,4.0,2.0,10.0,42.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,4.0,20.0,84.0,4.0,-2.0,8.0,40.0,168.0,8.0,-4.0,20.0,84.0,4.0,-2.0,420.0,20.0,-10.0,84.0,-42.0,-2.0,1
91,0.0,0.0,0.0,4.0,13.0,12.0,22.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,48.0,88.0,16.0,2.0,156.0,286.0,52.0,6.5,264.0,48.0,6.0,88.0,11.0,2.0,1
92,1.0,2.0,5.0,4.0,2.0,8.0,15.0,15.0,15.01,2.0,5.0,4.0,2.0,8.0,15.0,15.0,15.01,10.0,8.0,4.0,16.0,30.0,30.0,30.02,20.0,10.0,40.0,75.0,75.0,75.05,8.0,32.0,60.0,60.0,60.04,16.0,30.0,30.0,30.02,120.0,120.0,120.08,225.0,225.15,225.15,1
93,1.0,2.0,2.0,2.0,13.0,12.0,42.0,18.0,4.5,2.0,2.0,2.0,13.0,12.0,42.0,18.0,4.5,4.0,4.0,26.0,24.0,84.0,36.0,9.0,4.0,26.0,24.0,84.0,36.0,9.0,26.0,24.0,84.0,36.0,9.0,156.0,546.0,234.0,58.5,504.0,216.0,54.0,756.0,189.0,81.0,1
94,0.0,2.0,4.0,0.0,13.0,8.0,22.0,9.0,2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,26.0,16.0,44.0,18.0,4.1,0.0,52.0,32.0,88.0,36.0,8.2,0.0,0.0,0.0,0.0,0.0,104.0,286.0,117.0,26.65,176.0,72.0,16.4,198.0,45.099999999999994,18.45,0
95,1.0,2.0,1.0,4.0,2.0,8.0,0.0,13.0,0.99,2.0,1.0,4.0,2.0,8.0,0.0,13.0,0.99,2.0,8.0,4.0,16.0,0.0,26.0,1.98,4.0,2.0,8.0,0.0,13.0,0.99,8.0,32.0,0.0,52.0,3.96,16.0,0.0,26.0,1.98,0.0,104.0,7.92,0.0,0.0,12.87,2
96,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,0.24,130.0,286.0,0.0,0.78,220.0,0.0,0.6,0.0,1.3199999999999998,0.0,1
97,0.0,1.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,0.24,130.0,286.0,0.0,0.78,220.0,0.0,0.6,0.0,1.3199999999999998,0.0,1
98,1.0,2.0,2.0,4.0,2.0,10.0,42.0,2.0,0.94,2.0,2.0,4.0,2.0,10.0,42.0,2.0,0.94,4.0,8.0,4.0,20.0,84.0,4.0,1.88,8.0,4.0,20.0,84.0,4.0,1.88,8.0,40.0,168.0,8.0,3.76,20.0,84.0,4.0,1.88,420.0,20.0,9.399999999999999,84.0,39.48,1.88,3
99,0.0,1.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,0.24,130.0,286.0,0.0,0.78,220.0,0.0,0.6,0.0,1.3199999999999998,0.0,1
100,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,2.0,130.0,286.0,0.0,6.5,220.0,0.0,5.0,0.0,11.0,0.0,1
101,1.0,2.0,2.0,2.0,13.0,10.0,25.0,18.0,3.57,2.0,2.0,2.0,13.0,10.0,25.0,18.0,3.57,4.0,4.0,26.0,20.0,50.0,36.0,7.14,4.0,26.0,20.0,50.0,36.0,7.14,26.0,20.0,50.0,36.0,7.14,130.0,325.0,234.0,46.41,250.0,180.0,35.699999999999996,450.0,89.25,64.25999999999999,1
102,0.0,1.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,10.0,22.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,52.0,40.0,88.0,0.0,0.24,130.0,286.0,0.0,0.78,220.0,0.0,0.6,0.0,1.3199999999999998,0.0,1
103,0.0,0.0,4.0,4.0,13.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,40.0,88.0,0.0,-4.0,52.0,40.0,88.0,0.0,-4.0,130.0,286.0,0.0,-13.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
104,1.0,3.0,2.0,4.0,13.0,8.0,42.0,9.0,1.16,3.0,2.0,4.0,13.0,8.0,42.0,9.0,1.16,6.0,12.0,39.0,24.0,126.0,27.0,3.4799999999999995,8.0,26.0,16.0,84.0,18.0,2.32,52.0,32.0,168.0,36.0,4.64,104.0,546.0,117.0,15.079999999999998,336.0,72.0,9.28,378.0,48.72,10.44,1
105,1.0,1.0,1.0,2.0,13.0,2.0,42.0,2.0,4.0,1.0,1.0,2.0,13.0,2.0,42.0,2.0,4.0,1.0,2.0,13.0,2.0,42.0,2.0,4.0,2.0,13.0,2.0,42.0,2.0,4.0,26.0,4.0,84.0,4.0,8.0,26.0,546.0,26.0,52.0,84.0,4.0,8.0,84.0,168.0,8.0,1
106,0.0,3.0,4.0,2.0,13.0,10.0,22.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,30.0,66.0,0.0,6.0,8.0,52.0,40.0,88.0,0.0,8.0,26.0,20.0,44.0,0.0,4.0,130.0,286.0,0.0,26.0,220.0,0.0,20.0,0.0,44.0,0.0,1
107,1.0,0.0,1.0,4.0,13.0,8.0,25.0,2.0,-1.0,0.0,1.0,4.0,13.0,8.0,25.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,13.0,8.0,25.0,2.0,-1.0,52.0,32.0,100.0,8.0,-4.0,104.0,325.0,26.0,-13.0,200.0,16.0,-8.0,50.0,-25.0,-2.0,1
108,1.0,1.0,1.0,4.0,13.0,10.0,42.0,9.0,-1.0,1.0,1.0,4.0,13.0,10.0,42.0,9.0,-1.0,1.0,4.0,13.0,10.0,42.0,9.0,-1.0,4.0,13.0,10.0,42.0,9.0,-1.0,52.0,40.0,168.0,36.0,-4.0,130.0,546.0,117.0,-13.0,420.0,90.0,-10.0,378.0,-42.0,-9.0,1
109,1.0,2.0,4.0,2.0,13.0,12.0,15.0,2.0,15.01,2.0,4.0,2.0,13.0,12.0,15.0,2.0,15.01,8.0,4.0,26.0,24.0,30.0,4.0,30.02,8.0,52.0,48.0,60.0,8.0,60.04,26.0,24.0,30.0,4.0,30.02,156.0,195.0,26.0,195.13,180.0,24.0,180.12,30.0,225.15,30.02,1
110,1.0,0.0,5.0,4.0,13.0,10.0,15.0,0.0,-1.0,0.0,5.0,4.0,13.0,10.0,15.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,20.0,65.0,50.0,75.0,0.0,-5.0,52.0,40.0,60.0,0.0,-4.0,130.0,195.0,0.0,-13.0,150.0,0.0,-10.0,0.0,-15.0,-0.0,1
111,0.0,0.0,4.0,4.0,13.0,12.0,20.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,52.0,48.0,80.0,16.0,-4.0,52.0,48.0,80.0,16.0,-4.0,156.0,260.0,52.0,-13.0,240.0,48.0,-12.0,80.0,-20.0,-4.0,1
112,0.0,4.0,4.0,4.0,13.0,12.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,16.0,52.0,48.0,88.0,0.0,-4.0,16.0,52.0,48.0,88.0,0.0,-4.0,52.0,48.0,88.0,0.0,-4.0,156.0,286.0,0.0,-13.0,264.0,0.0,-12.0,0.0,-22.0,-0.0,1
113,2.0,4.0,4.0,3.0,11.0,8.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,16.0,12.0,4.0,-2.0,16.0,12.0,44.0,32.0,24.0,8.0,-4.0,12.0,44.0,32.0,24.0,8.0,-4.0,33.0,24.0,18.0,6.0,-3.0,88.0,66.0,22.0,-11.0,48.0,16.0,-8.0,12.0,-6.0,-2.0,3
114,2.0,0.0,4.0,1.0,5.0,8.0,14.0,18.0,-1.0,0.0,8.0,2.0,10.0,16.0,28.0,36.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,20.0,32.0,56.0,72.0,-4.0,5.0,8.0,14.0,18.0,-1.0,40.0,70.0,90.0,-5.0,112.0,144.0,-8.0,252.0,-14.0,-18.0,1
115,1.0,1.0,1.0,4.0,2.0,6.0,25.0,6.0,-1.0,1.0,1.0,4.0,2.0,6.0,25.0,6.0,-1.0,1.0,4.0,2.0,6.0,25.0,6.0,-1.0,4.0,2.0,6.0,25.0,6.0,-1.0,8.0,24.0,100.0,24.0,-4.0,12.0,50.0,12.0,-2.0,150.0,36.0,-6.0,150.0,-25.0,-6.0,1
116,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
117,0.0,2.0,4.0,4.0,13.0,10.0,20.0,3.0,2.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,26.0,20.0,40.0,6.0,5.92,16.0,52.0,40.0,80.0,12.0,11.84,52.0,40.0,80.0,12.0,11.84,130.0,260.0,39.0,38.48,200.0,30.0,29.6,60.0,59.2,8.879999999999999,1
118,0.0,1.0,0.0,3.0,19.0,10.0,20.0,9.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,10.0,20.0,9.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,57.0,30.0,60.0,27.0,0.24,190.0,380.0,171.0,1.52,200.0,90.0,0.8,180.0,1.6,0.72,1
119,0.0,0.0,4.0,4.0,1.0,8.0,21.0,2.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,32.0,84.0,8.0,3.92,4.0,32.0,84.0,8.0,3.92,8.0,21.0,2.0,0.98,168.0,16.0,7.84,42.0,20.58,1.96,1
120,0.0,0.0,4.0,4.0,2.0,10.0,22.0,16.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,40.0,88.0,64.0,-4.0,8.0,40.0,88.0,64.0,-4.0,20.0,44.0,32.0,-2.0,220.0,160.0,-10.0,352.0,-22.0,-16.0,1
121,1.0,2.0,1.0,2.0,13.0,10.0,42.0,7.0,4.82,2.0,1.0,2.0,13.0,10.0,42.0,7.0,4.82,2.0,4.0,26.0,20.0,84.0,14.0,9.64,2.0,13.0,10.0,42.0,7.0,4.82,26.0,20.0,84.0,14.0,9.64,130.0,546.0,91.0,62.660000000000004,420.0,70.0,48.2,294.0,202.44,33.74,1
122,1.0,3.0,4.0,4.0,2.0,10.0,44.0,18.0,2.34,3.0,4.0,4.0,2.0,10.0,44.0,18.0,2.34,12.0,12.0,6.0,30.0,132.0,54.0,7.02,16.0,8.0,40.0,176.0,72.0,9.36,8.0,40.0,176.0,72.0,9.36,20.0,88.0,36.0,4.68,440.0,180.0,23.4,792.0,102.96,42.12,2
123,1.0,1.0,2.0,4.0,13.0,8.0,42.0,13.0,1.0,1.0,2.0,4.0,13.0,8.0,42.0,13.0,1.0,2.0,4.0,13.0,8.0,42.0,13.0,1.0,8.0,26.0,16.0,84.0,26.0,2.0,52.0,32.0,168.0,52.0,4.0,104.0,546.0,169.0,13.0,336.0,104.0,8.0,546.0,42.0,13.0,1
124,0.0,4.0,2.0,4.0,2.0,8.0,22.0,11.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,16.0,8.0,32.0,88.0,44.0,-4.0,8.0,4.0,16.0,44.0,22.0,-2.0,8.0,32.0,88.0,44.0,-4.0,16.0,44.0,22.0,-2.0,176.0,88.0,-8.0,242.0,-22.0,-11.0,1
125,0.0,1.0,2.0,4.0,2.0,8.0,22.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,8.0,22.0,6.0,1.0,8.0,4.0,16.0,44.0,12.0,2.0,8.0,32.0,88.0,24.0,4.0,16.0,44.0,12.0,2.0,176.0,48.0,8.0,132.0,22.0,6.0,1
126,0.0,3.0,4.0,2.0,13.0,10.0,54.0,14.0,5.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,39.0,30.0,162.0,42.0,17.88,8.0,52.0,40.0,216.0,56.0,23.84,26.0,20.0,108.0,28.0,11.92,130.0,702.0,182.0,77.48,540.0,140.0,59.6,756.0,321.84,83.44,1
127,2.0,4.0,4.0,3.0,11.0,8.0,6.0,2.0,-1.0,8.0,8.0,6.0,22.0,16.0,12.0,4.0,-2.0,16.0,12.0,44.0,32.0,24.0,8.0,-4.0,12.0,44.0,32.0,24.0,8.0,-4.0,33.0,24.0,18.0,6.0,-3.0,88.0,66.0,22.0,-11.0,48.0,16.0,-8.0,12.0,-6.0,-2.0,1
128,0.0,0.0,0.0,4.0,13.0,8.0,22.0,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,36.0,2.0,104.0,286.0,117.0,6.5,176.0,72.0,4.0,198.0,11.0,4.5,1
129,0.0,1.0,2.0,4.0,2.0,10.0,54.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,2.0,4.0,2.0,10.0,54.0,1.0,-1.0,8.0,4.0,20.0,108.0,2.0,-2.0,8.0,40.0,216.0,4.0,-4.0,20.0,108.0,2.0,-2.0,540.0,10.0,-10.0,54.0,-54.0,-1.0,1
130,0.0,1.0,4.0,4.0,2.0,10.0,22.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,4.0,4.0,2.0,10.0,22.0,0.0,-1.0,16.0,8.0,40.0,88.0,0.0,-4.0,8.0,40.0,88.0,0.0,-4.0,20.0,44.0,0.0,-2.0,220.0,0.0,-10.0,0.0,-22.0,-0.0,1
131,1.0,1.0,2.0,4.0,13.0,10.0,42.0,1.0,-1.0,1.0,2.0,4.0,13.0,10.0,42.0,1.0,-1.0,2.0,4.0,13.0,10.0,42.0,1.0,-1.0,8.0,26.0,20.0,84.0,2.0,-2.0,52.0,40.0,168.0,4.0,-4.0,130.0,546.0,13.0,-13.0,420.0,10.0,-10.0,42.0,-42.0,-1.0,1
132,0.0,0.0,4.0,4.0,2.0,8.0,22.0,4.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,16.0,8.0,32.0,88.0,16.0,-4.0,8.0,32.0,88.0,16.0,-4.0,16.0,44.0,8.0,-2.0,176.0,32.0,-8.0,88.0,-22.0,-4.0,1
133,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
134,0.0,4.0,0.0,4.0,13.0,8.0,22.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,0.0,2.0,104.0,286.0,0.0,6.5,176.0,0.0,4.0,0.0,11.0,0.0,1
135,0.0,0.0,0.0,4.0,2.0,8.0,21.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,32.0,84.0,0.0,2.0,16.0,42.0,0.0,1.0,168.0,0.0,4.0,0.0,10.5,0.0,1
136,0.0,3.0,4.0,2.0,2.0,10.0,22.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,6.0,30.0,66.0,27.0,9.0,8.0,8.0,40.0,88.0,36.0,12.0,4.0,20.0,44.0,18.0,6.0,20.0,44.0,18.0,6.0,220.0,90.0,30.0,198.0,66.0,27.0,1
137,1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,2.0,4.0,2.0,8.0,42.0,2.0,-1.0,8.0,4.0,16.0,84.0,4.0,-2.0,8.0,32.0,168.0,8.0,-4.0,16.0,84.0,4.0,-2.0,336.0,16.0,-8.0,84.0,-42.0,-2.0,1
138,0.0,0.0,4.0,4.0,13.0,8.0,20.0,4.0,14.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,80.0,16.0,56.04,52.0,32.0,80.0,16.0,56.04,104.0,260.0,52.0,182.13,160.0,32.0,112.08,80.0,280.2,56.04,1
139,0.0,2.0,4.0,4.0,13.0,8.0,22.0,2.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,8.0,8.0,26.0,16.0,44.0,4.0,-2.0,16.0,52.0,32.0,88.0,8.0,-4.0,52.0,32.0,88.0,8.0,-4.0,104.0,286.0,26.0,-13.0,176.0,16.0,-8.0,44.0,-22.0,-2.0,1
140,1.0,3.0,2.0,4.0,2.0,10.0,42.0,2.0,3.0,3.0,2.0,4.0,2.0,10.0,42.0,2.0,3.0,6.0,12.0,6.0,30.0,126.0,6.0,9.0,8.0,4.0,20.0,84.0,4.0,6.0,8.0,40.0,168.0,8.0,12.0,20.0,84.0,4.0,6.0,420.0,20.0,30.0,84.0,126.0,6.0,0
141,0.0,4.0,0.0,4.0,13.0,8.0,22.0,12.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,52.0,32.0,88.0,48.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,52.0,32.0,88.0,48.0,0.16,104.0,286.0,156.0,0.52,176.0,96.0,0.32,264.0,0.88,0.48,1
